7/7/11 9:30:00 AM,ORCL,27.85
7/7/11 9:30:01 AM,TSLA,32.26
7/7/11 9:30:01 AM,ORCL,27.05
7/7/11 9:30:02 AM,TSLA,31.24
7/7/11 9:30:02 AM,ORCL,27.94
7/7/11 9:30:03 AM,IBM,116.95
7/7/11 9:30:03 AM,IBM,97.46
7/7/11 9:30:04 AM,SLV,38.92
7/7/11 9:30:04 AM,IBM,109.2
7/7/11 9:30:05 AM,SLV,36.61
7/7/11 9:30:06 AM,JKBE,73.16
7/7/11 9:30:06 AM,GLD,157.39
7/7/11 9:30:07 AM,JKBE,70.0
7/7/11 9:30:07 AM,XOM,100.94
7/7/11 9:30:08 AM,TSLA,30.03
7/7/11 9:30:08 AM,GLD,180.81
7/7/11 9:30:09 AM,XOM,103.9
7/7/11 9:30:09 AM,ORCL,29.12
7/7/11 9:30:10 AM,AAPL,398.27
7/7/11 9:30:11 AM,JKBE,63.4
7/7/11 9:30:11 AM,ORCL,28.22
7/7/11 9:30:12 AM,XOM,92.47
7/7/11 9:30:12 AM,GOOG,426.24
7/7/11 9:30:13 AM,ORCL,24.9
7/7/11 9:30:13 AM,ORCL,26.5
7/7/11 9:30:14 AM,ORCL,28.52
7/7/11 9:30:14 AM,GOOG,456.37
7/7/11 9:30:15 AM,AAPL,347.02
7/7/11 9:30:15 AM,IBM,113.81
7/7/11 9:30:16 AM,INTC,24.21
7/7/11 9:30:17 AM,SLV,36.75
7/7/11 9:30:17 AM,XOM,100.43
7/7/11 9:30:18 AM,JKBE,74.45
7/7/11 9:30:18 AM,GLD,159.65
7/7/11 9:30:19 AM,SLV,42.58
7/7/11 9:30:19 AM,ORCL,29.26
7/7/11 9:30:20 AM,JKBE,73.68
7/7/11 9:30:21 AM,JKBE,70.57
7/7/11 9:30:21 AM,AAPL,350.99
7/7/11 9:30:22 AM,JKBE,68.55
7/7/11 9:30:22 AM,INTC,25.39
7/7/11 9:30:23 AM,IBM,115.1
7/7/11 9:30:23 AM,XOM,93.3
7/7/11 9:30:24 AM,INTC,22.62
7/7/11 9:30:24 AM,TSLA,32.35
7/7/11 9:30:25 AM,SLV,35.78
7/7/11 9:30:25 AM,XOM,102.0
7/7/11 9:30:26 AM,SLV,40.87
7/7/11 9:30:26 AM,SLV,39.92
7/7/11 9:30:27 AM,INTC,24.58
7/7/11 9:30:28 AM,INTC,26.35
7/7/11 9:30:28 AM,IBM,104.39
7/7/11 9:30:29 AM,JKBE,69.14
7/7/11 9:30:29 AM,ORCL,25.78
7/7/11 9:30:30 AM,GOOG,482.43
7/7/11 9:30:30 AM,ORCL,29.95
7/7/11 9:30:31 AM,INTC,26.66
7/7/11 9:30:31 AM,JKBE,74.63
7/7/11 9:30:32 AM,GOOG,443.83
7/7/11 9:30:32 AM,JKBE,67.84
7/7/11 9:30:33 AM,GLD,160.69
7/7/11 9:30:34 AM,TSLA,33.77
7/7/11 9:30:34 AM,IBM,105.78
7/7/11 9:30:35 AM,INTC,23.8
7/7/11 9:30:35 AM,IBM,115.39
7/7/11 9:30:36 AM,ORCL,26.3
7/7/11 9:30:36 AM,AAPL,398.41
7/7/11 9:30:37 AM,GOOG,480.95
7/7/11 9:30:37 AM,SLV,40.41
7/7/11 9:30:38 AM,TSLA,34.62
7/7/11 9:30:39 AM,INTC,23.73
7/7/11 9:30:39 AM,TSLA,28.65
7/7/11 9:30:40 AM,ORCL,26.24
7/7/11 9:30:40 AM,GOOG,500.14
7/7/11 9:30:41 AM,TSLA,28.5
7/7/11 9:30:41 AM,GLD,161.31
7/7/11 9:30:42 AM,SLV,42.13
7/7/11 9:30:42 AM,XOM,89.9
7/7/11 9:30:43 AM,IBM,113.01
7/7/11 9:30:43 AM,JKBE,65.03
7/7/11 9:30:44 AM,TSLA,32.6
7/7/11 9:30:45 AM,ORCL,24.59
7/7/11 9:30:45 AM,JKBE,62.78
7/7/11 9:30:46 AM,TSLA,29.81
7/7/11 9:30:46 AM,IBM,97.24
7/7/11 9:30:47 AM,IBM,109.28
7/7/11 9:30:47 AM,IBM,96.15
7/7/11 9:30:48 AM,GOOG,487.1
7/7/11 9:30:48 AM,GLD,182.73
7/7/11 9:30:49 AM,INTC,25.18
7/7/11 9:30:50 AM,XOM,91.37
7/7/11 9:30:50 AM,XOM,99.4
7/7/11 9:30:51 AM,ORCL,26.08
7/7/11 9:30:51 AM,IBM,113.57
7/7/11 9:30:52 AM,GOOG,497.2
7/7/11 9:30:52 AM,TSLA,28.84
7/7/11 9:30:53 AM,XOM,98.73
7/7/11 9:30:53 AM,TSLA,32.66
7/7/11 9:30:54 AM,SLV,41.83
7/7/11 9:30:54 AM,TSLA,30.1
7/7/11 9:30:55 AM,SLV,35.6
7/7/11 9:30:55 AM,GLD,189.53
7/7/11 9:30:56 AM,XOM,100.13
7/7/11 9:30:57 AM,ORCL,26.57
7/7/11 9:30:57 AM,XOM,91.42
7/7/11 9:30:58 AM,XOM,89.97
7/7/11 9:30:58 AM,IBM,96.56
7/7/11 9:30:59 AM,GOOG,518.21
7/7/11 9:30:59 AM,IBM,109.57
7/7/11 9:31:00 AM,TSLA,29.51
7/7/11 9:31:00 AM,SLV,36.47
7/7/11 9:31:01 AM,GOOG,491.74
7/7/11 9:31:02 AM,AAPL,371.82
7/7/11 9:31:02 AM,XOM,103.08
7/7/11 9:31:03 AM,IBM,111.17
7/7/11 9:31:03 AM,TSLA,31.57
7/7/11 9:31:04 AM,XOM,100.37
7/7/11 9:31:04 AM,GOOG,427.17
7/7/11 9:31:05 AM,GOOG,448.51
7/7/11 9:31:05 AM,JKBE,66.99
7/7/11 9:31:06 AM,JKBE,68.0
7/7/11 9:31:06 AM,TSLA,32.24
7/7/11 9:31:07 AM,GLD,171.48
7/7/11 9:31:08 AM,ORCL,25.67
7/7/11 9:31:08 AM,TSLA,28.86
7/7/11 9:31:09 AM,ORCL,29.04
7/7/11 9:31:09 AM,GLD,177.16
7/7/11 9:31:10 AM,GOOG,469.08
7/7/11 9:31:10 AM,GLD,157.84
7/7/11 9:31:11 AM,AAPL,393.04
7/7/11 9:31:11 AM,TSLA,34.55
7/7/11 9:31:12 AM,TSLA,31.87
7/7/11 9:31:13 AM,INTC,25.84
7/7/11 9:31:13 AM,AAPL,370.99
7/7/11 9:31:14 AM,INTC,26.95
7/7/11 9:31:14 AM,IBM,115.6
7/7/11 9:31:15 AM,XOM,97.42
7/7/11 9:31:15 AM,TSLA,32.38
7/7/11 9:31:16 AM,IBM,99.05
7/7/11 9:31:16 AM,JKBE,74.73
7/7/11 9:31:17 AM,ORCL,28.63
7/7/11 9:31:17 AM,INTC,27.02
7/7/11 9:31:18 AM,AAPL,351.84
7/7/11 9:31:19 AM,TSLA,32.0
7/7/11 9:31:19 AM,IBM,116.23
7/7/11 9:31:20 AM,IBM,103.24
7/7/11 9:31:20 AM,INTC,25.0
7/7/11 9:31:21 AM,AAPL,366.64
7/7/11 9:31:21 AM,IBM,108.24
7/7/11 9:31:22 AM,INTC,23.21
7/7/11 9:31:22 AM,AAPL,327.41
7/7/11 9:31:23 AM,GLD,178.91
7/7/11 9:31:23 AM,SLV,40.37
7/7/11 9:31:24 AM,ORCL,26.9
7/7/11 9:31:25 AM,ORCL,25.62
7/7/11 9:31:25 AM,JKBE,74.09
7/7/11 9:31:26 AM,SLV,40.45
7/7/11 9:31:26 AM,IBM,98.74
7/7/11 9:31:27 AM,XOM,90.38
7/7/11 9:31:27 AM,ORCL,29.78
7/7/11 9:31:28 AM,GLD,165.74
7/7/11 9:31:28 AM,JKBE,72.05
7/7/11 9:31:29 AM,GOOG,450.1
7/7/11 9:31:30 AM,GLD,184.07
7/7/11 9:31:30 AM,GLD,161.39
7/7/11 9:31:31 AM,SLV,38.15
7/7/11 9:31:31 AM,JKBE,69.29
7/7/11 9:31:32 AM,AAPL,368.29
7/7/11 9:31:32 AM,XOM,86.25
7/7/11 9:31:33 AM,AAPL,348.21
7/7/11 9:31:33 AM,XOM,104.52
7/7/11 9:31:34 AM,TSLA,29.27
7/7/11 9:31:35 AM,TSLA,29.64
7/7/11 9:31:35 AM,AAPL,379.79
7/7/11 9:31:36 AM,ORCL,26.68
7/7/11 9:31:36 AM,ORCL,29.64
7/7/11 9:31:37 AM,GLD,164.3
7/7/11 9:31:37 AM,JKBE,67.94
7/7/11 9:31:38 AM,IBM,97.22
